,Site_Id,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),AirTemp (C)
1465,C,0.0,,6.5,0.5,0.5,12.0,,48.0,8.888888889
1466,C,2.0,6.3,6.5,0.67,0.67,11.0,,51.0,10.55555556
1467,D,,6.1,6.5,0.3,1.6,9.0,,46.0,7.777777778
1468,D,0.0,,6.5,0.6,1.5,4.0,,38.0,3.333333333
1469,D,0.0,9.7,6.5,0.7,1.4,2.0,,26.0,-3.333333333
1470,D,0.0,,6.5,1.9,2.5,9.0,,56.0,13.33333333
1471,D,0.0,8.0,7.0,0.9,1.6,,,40.0,4.444444444
1472,D,,,6.5,0.7,1.6,9.0,,44.0,6.666666667
1473,D,0.0,6.7,6.5,0.5,1.5,14.0,,48.0,8.888888889
1474,D,0.0,,6.5,0.7,1.6,18.0,,63.0,17.22222222
1475,D,0.0,5.0,7.0,0.6,1.7,23.0,,70.0,21.11111111
1476,D,0.0,,6.5,0.5,1.6,22.0,,62.0,16.66666667
1477,D,0.0,4.0,6.5,0.7,1.5,26.0,,73.0,22.77777778
1478,D,0.0,,6.5,0.7,1.6,27.0,,74.0,23.33333333
1479,D,0.0,4.0,6.5,1.6,1.7,26.0,,75.0,23.88888889
1480,D,0.0,,6.5,0.7,1.3,26.0,,73.0,22.77777778
1481,D,0.0,4.8,6.5,0.7,1.4,,,80.0,26.66666667
1482,D,0.0,,7.5,0.8,1.4,30.0,,81.0,27.22222222
1483,D,1.0,7.7,6.0,0.5,1.5,21.0,,70.0,21.11111111
1484,D,0.0,,6.5,0.5,2.6,23.0,,70.0,21.11111111
1485,D,0.0,3.8,6.0,1.6,1.7,20.0,,69.0,20.55555556
1486,D,0.0,,6.5,1.4,1.5,14.0,,58.0,14.44444444
1487,D,0.0,,6.5,0.1,1.5,16.0,,60.0,15.55555556
1488,D,0.0,6.0,6.0,0.8,1.6,15.0,,58.0,14.44444444
1489,D,0.0,,6.0,1.2,1.6,12.0,,48.0,8.888888889
1490,D,2.0,7.2,5.5,1.3,1.65,10.0,,51.0,10.55555556
1491,Bay,,6.1,7.0,0.15,0.7,8.5,,46.0,7.777777778
1492,Bay,0.0,6.4,7.0,0.03,0.03,5.0,,38.0,3.333333333
1493,Bay,1.0,9.1,7.0,0.3,0.3,2.0,,26.0,-3.333333333
1494,Bay,1.0,9.0,7.0,3.5,3.5,12.0,,55.0,12.77777778
1495,Bay,1.0,9.0,7.0,0.3,0.3,12.0,,40.0,4.444444444
1496,Bay,,6.6,7.0,0.3,0.3,9.0,,46.0,7.777777778
1497,Bay,0.0,7.5,7.0,0.3,0.8,15.0,,48.0,8.888888889
1498,Bay,0.0,6.3,7.0,0.5,0.8,,,61.0,16.11111111
1499,Bay,0.0,6.9,7.0,0.5,1.1,21.0,,69.0,20.55555556
1500,Bay,0.0,8.1,8.5,0.03,0.03,19.0,,60.0,15.55555556
1501,Bay,0.0,5.8,8.5,0.5,0.5,24.0,,73.0,22.77777778
1502,Bay,0.0,6.6,9.0,0.7,0.7,24.0,,73.0,22.77777778
1503,Bay,2.0,5.3,9.0,0.8,0.8,25.0,,75.0,23.88888889
1504,Bay,1.0,3.1,8.5,0.65,0.65,25.0,,72.0,22.22222222
1505,Bay,0.0,3.3,8.5,0.8,0.8,28.0,,80.0,26.66666667
1506,Bay,0.0,3.0,7.5,0.8,0.8,27.0,,80.0,26.66666667
1507,Bay,2.0,2.7,7.0,0.6,0.6,22.0,,70.0,21.11111111
1508,Bay,2.0,4.1,7.0,0.8,0.8,24.0,,70.0,21.11111111
1509,Bay,1.0,6.9,7.0,0.8,0.8,20.0,,69.0,20.55555556
1510,Bay,0.0,2.3,7.0,0.4,0.4,12.0,,56.0,13.33333333
1511,Bay,0.0,7.6,6.5,0.8,0.8,16.0,,60.0,15.55555556
1512,Bay,2.0,7.2,7.0,0.7,0.9,16.0,,58.0,14.44444444
1513,Bay,0.0,7.8,6.5,0.82,0.88,10.0,,46.0,7.777777778
1514,Bay,,2.0,6.3,0.7,0.8,11.0,,51.0,10.55555556
1515,A,,,,,,,,30.0,-1.111111111
1516,A,,,6.5,0.7,0.9,5.0,,37.0,2.777777778
1517,A,,,6.0,0.9,1.1,5.0,,39.0,3.888888889
1518,A,0.0,,6.5,,,6.0,,40.0,4.444444444
1519,A,0.0,5.7,6.0,0.5,0.7,12.0,,44.0,6.666666667
1520,A,0.0,,6.5,0.7,0.8,21.0,,73.0,22.77777778
1521,A,0.0,4.0,6.5,0.5,0.6,18.0,,59.0,15.0
1522,A,0.0,,6.5,0.6,0.6,25.0,,76.0,24.44444444
1523,A,0.0,4.6,6.5,0.6,0.7,20.0,,59.0,15.0
1524,A,0.0,,6.5,0.5,0.5,26.0,,77.0,25.0
1525,A,0.0,4.5,6.5,0.5,0.5,29.0,,81.0,27.22222222
1526,A,0.0,,6.5,0.6,0.6,31.0,,82.0,27.77777778
1527,A,0.0,4.1,6.5,0.5,0.9,28.0,,84.0,28.88888889
1528,A,0.0,,7.0,0.1,0.4,29.0,,83.0,28.33333333
1529,A,0.0,4.2,6.5,0.8,0.9,28.0,,86.0,30.0
1530,A,0.0,,6.5,0.8,0.8,28.0,,77.0,25.0
1531,A,0.0,4.0,7.5,0.5,0.8,26.0,,75.0,23.88888889
1532,A,0.0,,6.5,0.2,0.9,20.0,,67.0,19.44444444
1533,A,0.0,,6.5,0.8,0.9,14.0,,55.0,12.77777778
1534,A,0.0,8.2,6.5,0.9,0.9,14.0,,60.0,15.55555556
1535,A,0.0,,7.0,4.5,4.5,3.0,,30.0,-1.111111111
1536,A,,,,,,,,31.0,-0.555555556
1537,B,,,,,,,,30.0,-1.111111111
1538,B,,,,,,,,,-17.77777778
1539,B,,,,0.6,0.6,5.0,,38.0,3.333333333
1540,B,0.0,,6.5,0.6,0.6,7.0,,40.0,4.444444444
1541,B,0.0,8.1,7.0,0.55,0.6,11.0,,44.0,6.666666667
1542,B,0.0,,6.5,0.2,0.5,21.0,,73.0,22.77777778
1543,B,0.0,4.0,6.5,0.4,0.4,16.0,,60.0,15.55555556
1544,B,0.0,,7.0,0.4,0.45,25.0,,76.0,24.44444444
1545,B,0.0,5.2,7.5,0.4,0.4,16.0,,59.0,15.0
1546,B,0.0,,7.0,0.3,0.3,25.0,,77.0,25.0
1547,B,0.0,4.2,7.0,0.2,0.2,28.0,,81.0,27.22222222
1548,B,0.0,,7.0,0.4,0.4,31.0,,82.0,27.77777778
1549,B,0.0,3.7,7.0,0.4,0.4,29.0,,84.0,28.88888889
1550,B,0.0,,6.5,0.9,0.9,28.0,,83.0,28.33333333
1551,B,0.0,3.4,7.0,0.5,0.5,,,87.0,30.55555556
1552,B,0.0,,8.0,0.4,0.4,27.0,,77.0,25.0
1553,B,0.0,3.2,9.0,0.2,0.35,26.0,,75.0,23.88888889
1554,B,0.0,,6.5,0.2,0.3,19.0,,67.0,19.44444444
1555,B,0.0,,7.0,0.3,0.3,13.0,,55.0,12.77777778
1556,B,0.0,4.3,8.5,0.2,0.2,16.0,,60.0,15.55555556
1557,B,0.0,,6.5,0.3,0.7,1.0,,30.0,-1.111111111
1558,B,0.0,4.3,7.0,0.4,0.4,3.0,,31.0,-0.555555556
1559,C,,,,,,,,30.0,-1.111111111
1560,C,,,6.5,0.8,0.8,5.0,,37.0,2.777777778
1561,C,,,6.5,0.95,0.95,5.0,,38.0,3.333333333
1562,C,0.0,9.5,6.5,0.6,0.6,7.0,,40.0,4.444444444
1563,C,0.0,,6.5,0.6,0.6,9.0,,44.0,6.666666667
1564,C,0.0,5.1,6.5,0.5,0.5,22.0,,72.0,22.22222222
1565,C,0.0,,6.5,0.4,0.4,18.0,,60.0,15.55555556
1566,C,0.0,4.9,6.5,0.3,0.3,24.0,,76.0,24.44444444
1567,C,0.0,,6.5,0.7,0.7,19.0,,60.0,15.55555556
1568,C,0.0,5.1,7.0,0.3,0.3,25.0,,77.0,25.0
1569,C,0.0,,7.0,0.3,0.3,29.0,,80.0,26.66666667
1570,C,0.0,5.2,7.5,0.4,0.4,30.0,,82.0,27.77777778
1571,C,0.0,,7.0,0.4,0.4,31.0,,85.0,29.44444444
1572,C,0.0,4.5,6.5,0.4,0.4,28.0,,83.0,28.33333333
1573,C,0.0,,7.0,0.2,0.4,29.0,,87.0,30.55555556
1574,C,0.0,2.3,7.0,0.6,0.6,27.0,,76.0,24.44444444
1575,C,0.0,,8.0,0.3,0.3,26.0,,75.0,23.88888889
1576,C,0.0,7.3,7.5,0.5,0.5,13.0,,55.0,12.77777778
1577,C,0.0,,8.5,0.5,0.5,15.0,,61.0,16.11111111
1578,C,0.0,8.8,7.0,0.5,0.5,2.0,,30.0,-1.111111111
1579,C,,,,,,,,31.0,-0.555555556
1580,D,,,,,,,,30.0,-1.111111111
1581,D,,9.5,6.5,0.6,1.2,5.0,,39.0,3.888888889
1582,D,,,6.0,1.4,1.6,5.0,,38.0,3.333333333
1583,D,0.0,8.7,6.5,1.2,1.5,6.0,,40.0,4.444444444
1584,D,,,,,,,,,-17.77777778
1585,D,0.0,6.3,6.0,0.7,1.7,22.0,,72.0,22.22222222
1586,D,0.0,,6.5,0.8,1.7,17.0,,60.0,15.55555556
1587,D,0.0,5.0,6.5,0.8,1.5,25.0,,76.0,24.44444444
1588,D,0.0,,6.5,0.8,1.6,19.0,,60.0,15.55555556
1589,D,0.0,5.2,6.0,0.7,1.5,25.0,,77.0,25.0
1590,D,0.0,,6.5,0.6,1.4,28.0,,80.0,26.66666667
1591,D,0.0,5.2,6.5,0.7,1.2,31.0,,81.0,27.22222222
1592,D,0.0,,8.0,0.6,1.3,31.0,,85.0,29.44444444
1593,D,0.0,6.0,6.5,0.8,1.2,28.0,,82.0,27.77777778
1594,D,0.0,,7.5,0.9,1.2,31.0,,87.0,30.55555556
1595,D,0.0,2.7,6.5,0.85,1.2,26.0,,76.0,24.44444444
1596,D,0.0,,6.5,1.0,1.2,25.0,,76.0,24.44444444
1597,D,0.0,5.9,6.5,0.8,1.3,19.0,,68.0,20.0
1598,D,0.0,7.2,6.5,1.0,1.4,13.0,,55.0,12.77777778
1599,D,0.0,,6.0,1.2,1.3,,,61.0,16.11111111
1600,D,0.0,10.3,6.0,1.1,1.1,2.0,,30.0,-1.111111111
1601,D,0.0,,6.5,1.3,1.3,3.0,,31.0,-0.555555556
1602,Bay,0.0,7.0,6.5,,,4.0,,30.0,-1.111111111
1603,Bay,,7.0,6.5,0.4,0.4,5.0,,39.0,3.888888889
1604,Bay,,,6.5,0.2,0.65,4.0,,38.0,3.333333333
1605,Bay,0.0,7.7,6.5,0.2,0.4,10.0,,40.0,4.444444444
1606,Bay,0.0,7.9,6.5,0.3,0.8,10.0,,44.0,6.666666667
1607,Bay,1.0,5.9,6.5,0.8,1.0,20.0,,72.0,22.22222222
1608,Bay,1.0,6.7,6.5,0.6,0.6,16.0,,58.0,14.44444444
1609,Bay,0.0,6.5,7.0,0.75,0.9,23.0,,76.0,24.44444444
1610,Bay,0.0,7.0,6.5,0.5,0.6,17.0,,59.0,15.0
1611,Bay,0.0,6.8,7.0,0.7,0.9,25.0,,77.0,25.0
1612,Bay,0.0,5.4,7.0,0.5,0.5,28.0,,80.0,26.66666667
1613,Bay,0.0,3.6,8.5,0.4,0.45,29.0,,81.0,27.22222222
1614,Bay,0.0,3.9,7.0,0.7,1.0,27.0,,82.0,27.77777778
1615,Bay,0.0,5.1,7.0,0.5,0.5,26.0,,82.0,27.77777778
1616,Bay,0.0,3.1,8.0,0.5,0.9,27.0,,86.0,30.0
1617,Bay,0.0,3.3,7.0,0.5,0.7,26.0,,76.0,24.44444444
1618,Bay,0.0,5.0,8.5,0.6,0.8,26.0,,74.0,23.33333333
1619,Bay,0.0,3.9,7.5,0.5,0.8,19.0,,,-17.77777778
1620,Bay,0.0,5.0,7.5,0.4,0.4,12.0,,55.0,12.77777778
1621,Bay,0.0,6.7,8.0,0.5,0.8,15.0,,60.0,15.55555556
1622,Bay,0.0,5.7,7.0,0.3,0.5,4.0,,30.0,-1.111111111
1623,Bay,0.0,6.7,7.0,0.1,0.3,,,31.0,-0.555555556
1624,A,0.0,5.9,6.5,0.8,0.8,,,32.0,0.0
1625,A,0.0,,6.5,0.5,0.65,6.0,,40.0,4.444444444
1626,A,0.0,3.9,6.5,,,7.0,,46.0,7.777777778
1627,A,0.0,,7.0,,,8.5,,30.0,-1.111111111
1628,A,0.0,3.0,6.5,0.4,1.0,14.0,,48.0,8.888888889
1629,A,0.0,,6.0,0.2,0.6,18.0,,58.0,14.44444444
1630,A,0.0,4.0,6.5,0.3,0.3,24.0,,76.0,24.44444444
1631,A,0.0,,7.5,,,24.0,,66.0,18.88888889
1632,A,0.0,2.4,7.5,0.7,0.8,28.0,,79.0,26.11111111
1633,A,0.0,,7.5,0.6,0.9,29.0,,85.0,29.44444444
1634,A,0.0,5.7,7.5,0.5,0.8,27.0,,87.0,30.55555556
1635,A,0.0,,7.0,0.7,0.7,27.0,,76.0,24.44444444
1636,A,0.0,3.2,7.5,0.8,0.8,31.0,,87.0,30.55555556
1637,A,0.0,,7.5,0.6,0.6,29.0,,83.0,28.33333333
1638,A,0.0,5.0,6.5,0.5,0.8,27.0,,78.0,25.55555556
1639,A,0.0,,5.0,0.7,0.7,25.0,,78.0,25.55555556
1640,A,0.0,4.0,6.5,0.7,0.8,22.0,,75.0,23.88888889
1641,A,0.0,,7.0,0.8,0.9,17.0,,62.0,16.66666667
1642,A,0.0,8.6,,0.6,0.8,19.0,,60.0,15.55555556
1643,A,0.0,,7.0,0.5,0.9,19.0,,61.0,16.11111111
1644,A,0.0,8.0,7.0,0.8,0.9,12.0,,47.0,8.333333333
1645,A,0.0,,7.0,0.9,0.9,13.0,,60.0,15.55555556
1646,B,0.0,7.2,6.5,0.4,0.4,5.0,,32.0,0.0
1647,B,0.0,,7.0,0.5,0.5,5.0,,40.0,4.444444444
1648,B,0.0,3.6,7.0,,,9.0,,46.0,7.777777778
1649,B,0.0,,7.0,,,6.0,,40.0,4.444444444
1650,B,0.0,3.9,7.0,0.5,0.5,14.0,,48.0,8.888888889
1651,B,0.0,,7.0,2.5,3.0,19.0,,58.0,14.44444444
1652,B,0.0,,7.0,0.17,0.17,23.0,,76.0,24.44444444
1653,B,0.0,,8.5,,,23.0,,66.0,18.88888889
1654,B,0.0,1.5,,0.2,0.4,27.0,,79.0,26.11111111
1655,B,0.0,,8.0,0.3,0.3,30.0,,85.0,29.44444444
1656,B,0.0,5.8,8.0,0.3,0.3,27.0,,89.0,31.66666667
1657,B,0.0,,7.0,0.4,0.4,28.0,,76.0,24.44444444
1658,B,0.0,2.4,7.0,0.4,0.4,30.0,,85.0,29.44444444
1659,B,0.0,,7.5,0.3,0.3,30.0,,83.0,28.33333333
1660,B,0.0,3.1,6.5,0.1,0.2,27.0,,78.0,25.55555556
1661,B,0.0,,7.0,0.15,0.15,25.0,,78.0,25.55555556
1662,B,0.0,3.0,7.0,0.05,0.05,22.0,,75.0,23.88888889
1663,B,0.0,,7.5,0.4,0.4,16.0,,62.0,16.66666667
1664,B,0.0,7.9,7.5,0.2,0.2,19.0,,60.0,15.55555556
1665,B,0.0,,7.5,0.2,0.5,14.0,,61.0,16.11111111
1666,B,0.0,5.0,7.0,0.1,0.4,13.0,,47.0,8.333333333
1667,B,0.0,,7.0,0.3,0.3,14.0,,60.0,15.55555556
1668,C,0.0,,7.0,0.5,0.5,4.0,,32.0,0.0
1669,C,0.0,5.1,6.5,0.6,0.8,5.0,,40.0,4.444444444
1670,C,0.0,,7.0,,,10.0,,46.0,7.777777778
1671,C,0.0,3.9,7.5,,,7.0,,38.0,3.333333333
1672,C,0.0,,,,,,,48.0,8.888888889
1673,C,0.0,5.6,8.0,0.3,0.3,19.0,,58.0,14.44444444
1674,C,0.0,3.6,7.0,0.17,0.17,23.0,,76.0,24.44444444
1675,C,0.0,3.7,9.0,,,23.0,,66.0,18.88888889
1676,C,,,,,,,,80.0,26.66666667
1677,D,0.0,,6.5,1.3,1.3,4.0,,32.0,0.0
1678,D,0.0,10.0,6.5,1.4,1.4,6.0,,39.0,3.888888889
1679,D,0.0,,6.5,,,9.0,,46.0,7.777777778
1680,D,,5.0,6.0,,,8.0,,38.0,3.333333333
1681,D,0.0,,6.5,0.7,1.4,14.0,,48.0,8.888888889
1682,D,0.0,6.9,6.5,0.9,1.4,19.0,,58.0,14.44444444
1683,D,0.0,,6.5,0.7,1.3,23.0,,76.0,24.44444444
1684,D,0.0,3.7,6.5,,,19.0,,65.0,18.33333333
1685,D,0.0,,7.5,1.2,0.9,28.0,,80.0,26.66666667
1686,D,0.0,4.8,7.0,0.6,1.2,29.0,,85.0,29.44444444
1687,D,0.0,,8.0,0.6,1.0,28.0,,87.0,30.55555556
1688,D,0.0,5.6,6.5,0.8,1.1,27.0,,76.0,24.44444444
1689,D,0.0,,7.0,0.9,1.5,31.0,,86.0,30.0
1690,D,0.0,2.0,7.0,0.9,0.9,29.0,,82.0,27.77777778
1691,D,0.0,,6.5,1.4,1.5,27.0,,78.0,25.55555556
1692,D,0.0,4.6,6.5,0.6,1.4,25.0,,78.0,25.55555556
1693,D,0.0,,6.0,0.5,1.5,23.0,,75.0,23.88888889
1694,D,0.0,,6.0,0.7,1.4,17.0,,62.0,16.66666667
1695,D,0.0,,6.5,0.8,1.5,17.0,,60.0,15.55555556
1696,D,0.0,8.0,,0.8,0.9,15.0,,61.0,16.11111111
1697,D,0.0,,6.5,0.8,1.4,12.0,,47.0,8.333333333
1698,D,0.0,9.8,7.0,1.0,1.4,16.0,,60.0,15.55555556
1699,Bay,0.0,3.1,6.5,0.2,0.45,5.0,,31.0,-0.555555556
1700,Bay,0.0,6.2,7.0,0.2,0.6,7.0,,39.0,3.888888889
1701,Bay,0.0,3.8,6.5,0.2,0.6,8.0,,46.0,7.777777778
1702,Bay,0.0,3.7,7.0,,,8.0,,40.0,4.444444444
1703,Bay,0.0,3.3,7.0,0.2,0.55,33.0,,52.0,11.11111111
1704,Bay,0.0,3.5,7.0,0.4,0.6,16.5,,58.0,14.44444444
1705,Bay,0.0,5.2,7.0,0.3,1.3,23.0,,76.0,24.44444444
1706,Bay,0.0,4.5,7.0,,,18.0,,65.0,18.33333333
1707,Bay,0.0,3.7,7.5,0.5,0.9,25.0,,79.0,26.11111111
1708,Bay,0.0,3.2,8.0,0.4,0.8,27.0,,85.0,29.44444444
1709,Bay,0.0,5.6,8.0,0.5,0.9,26.0,,80.0,26.66666667
1710,Bay,0.0,3.0,8.5,0.4,0.6,26.0,,75.0,23.88888889
1711,Bay,0.0,2.0,9.0,0.5,0.7,29.0,,85.0,29.44444444
1712,Bay,0.0,3.5,9.0,0.4,0.7,28.0,,82.0,27.77777778
1713,Bay,0.0,5.0,7.0,0.6,1.1,26.0,,78.0,25.55555556
1714,Bay,0.0,5.3,8.0,0.5,0.7,24.0,,78.0,25.55555556
1715,Bay,0.0,4.2,7.5,0.5,0.7,21.0,,75.0,23.88888889
1716,Bay,0.0,7.4,7.5,0.5,0.9,16.0,,62.0,16.66666667
1717,Bay,0.0,5.2,7.5,0.7,0.7,16.0,,60.0,15.55555556
1718,Bay,0.0,7.3,7.0,0.2,0.6,16.0,,61.0,16.11111111
1719,Bay,0.0,7.9,7.0,0.35,0.7,12.0,,47.0,8.333333333
1720,Bay,0.0,7.8,7.0,0.3,0.7,17.0,,60.0,15.55555556
1721,A,0.0,8.2,6.5,0.9,0.9,12.0,,53.0,11.66666667
1722,A,0.0,,6.5,1.0,1.0,12.0,,50.0,10.0
1723,A,0.0,5.8,7.0,1.0,1.0,8.0,,39.0,3.888888889
1724,A,0.0,,7.0,0.9,0.9,9.0,,46.0,7.777777778
1725,A,0.0,4.3,7.5,,,16.0,,70.0,21.11111111
1726,A,0.0,,6.5,0.5,0.5,15.0,,58.0,14.44444444
1727,A,0.0,7.0,7.0,0.6,0.7,14.0,,51.0,10.55555556
1728,A,0.0,,7.5,0.6,0.8,17.0,,63.0,17.22222222
1729,A,0.0,4.5,7.0,0.7,0.9,21.0,,63.0,17.22222222
1730,A,0.0,,6.5,0.6,0.7,25.0,,72.0,22.22222222
1731,A,0.0,4.9,7.0,0.6,0.7,22.0,,69.0,20.55555556
1732,A,0.0,,7.0,0.65,0.9,27.0,,74.0,23.33333333
1733,A,0.0,,6.5,0.6,0.6,30.0,,83.0,28.33333333
1734,A,0.0,3.0,7.0,0.5,0.9,28.0,,80.0,26.66666667
1735,A,0.0,,6.5,0.6,0.7,26.0,,77.0,25.0
1736,A,0.0,4.3,6.5,0.7,0.7,28.0,,80.0,26.66666667
1737,A,,,7.0,0.6,0.6,24.0,,74.0,23.33333333
1738,A,0.0,,7.0,0.6,0.6,24.0,,75.0,23.88888889
1739,A,0.0,,7.0,0.9,1.4,20.0,,70.0,21.11111111
1740,A,0.0,,6.5,0.5,1.9,10.0,,45.0,7.222222222
1741,A,0.0,9.0,6.5,0.2,0.2,8.0,,48.0,8.888888889
1742,A,0.0,,7.0,0.9,0.9,9.0,,48.0,8.888888889
1743,B,0.0,6.0,7.0,0.3,0.3,11.0,,54.0,12.22222222
1744,B,0.0,,7.0,0.3,0.3,12.0,,50.0,10.0
1745,B,0.0,7.5,7.0,0.3,0.3,8.0,,39.0,3.888888889
1746,B,0.0,,7.5,0.35,0.35,10.0,,40.0,4.444444444
1747,B,0.0,6.3,7.5,0.2,0.4,16.0,,69.0,20.55555556
1748,B,0.0,,7.5,0.0,0.2,14.0,,58.0,14.44444444
1749,B,0.0,7.0,7.5,0.3,0.3,13.0,,51.0,10.55555556
1750,B,0.0,,8.0,0.3,0.3,18.0,,63.0,17.22222222
1751,B,0.0,6.7,7.0,0.5,0.5,20.0,,64.0,17.77777778
1752,B,0.0,,8.0,0.5,0.5,25.0,,72.0,22.22222222
1753,B,0.0,4.5,7.5,0.2,0.2,22.0,,70.0,21.11111111
1754,B,0.0,,7.4,0.5,0.5,26.0,,73.0,22.77777778
1755,B,0.0,,7.0,0.4,0.4,28.0,,83.0,28.33333333
1756,B,0.0,2.9,7.5,0.3,0.4,27.0,,80.0,26.66666667
1757,B,0.0,,7.5,0.3,0.4,27.0,,77.0,25.0
1758,B,0.0,5.2,7.0,0.2,0.2,,,80.0,26.66666667
1759,B,,,8.5,0.1,0.1,23.0,,73.0,22.77777778
1760,B,0.0,,8.0,0.1,0.5,24.0,,75.0,23.88888889
1761,B,0.0,7.1,7.0,0.4,0.4,20.0,,70.0,21.11111111
1762,B,0.0,,6.5,0.35,0.35,9.0,,45.0,7.222222222
1763,B,0.0,9.7,7.0,0.4,0.4,9.0,,49.0,9.444444444
1764,B,0.0,,7.0,0.4,0.5,9.0,,48.0,8.888888889
1765,D,0.0,,6.5,1.0,1.4,10.0,,54.0,12.22222222
1766,D,0.0,7.2,6.5,1.2,1.4,11.0,,50.0,10.0
1767,D,0.0,,6.5,1.3,1.4,6.0,,39.0,3.888888889
1768,D,0.0,10.0,6.5,1.0,1.5,8.0,,46.0,7.777777778
1769,D,0.0,,6.5,,,15.0,,70.0,21.11111111
1770,D,0.0,9.5,6.5,1.2,1.5,14.0,,58.0,14.44444444
1771,D,0.0,,7.0,0.9,1.3,12.0,,51.0,10.55555556
1772,D,0.0,7.4,6.5,0.8,1.4,17.0,,63.0,17.22222222
1773,D,0.0,,6.5,0.8,1.5,20.0,,64.0,17.77777778
1774,D,0.0,6.1,6.5,0.9,1.5,25.0,,72.0,22.22222222
1775,D,0.0,,6.5,0.7,4.5,23.0,,70.0,21.11111111
1776,D,0.0,5.0,6.5,0.6,1.3,27.0,,73.0,22.77777778
1777,D,0.0,4.2,7.0,0.8,1.4,30.0,,82.0,27.77777778
1778,D,0.0,,6.5,0.9,1.4,27.0,,80.0,26.66666667
1779,D,0.0,5.5,6.5,0.7,1.4,26.0,,76.0,24.44444444
1780,D,0.0,,6.5,0.9,1.4,28.0,,80.0,26.66666667
1781,D,,5.2,6.5,1.0,1.25,23.0,,70.0,21.11111111
1782,D,0.0,5.8,6.5,0.9,1.2,24.0,,75.0,23.88888889
1783,D,0.0,5.5,7.5,0.6,0.8,22.0,,70.0,21.11111111
1784,D,0.0,8.6,6.0,0.5,1.5,9.0,,45.0,7.222222222
1785,D,0.0,,7.0,1.4,1.5,8.0,,50.0,10.0
1786,D,0.0,8.8,6.5,0.9,1.6,9.0,,48.0,8.888888889
1787,Bay,0.0,6.9,7.5,0.2,0.7,12.0,,54.0,12.22222222
1788,Bay,0.0,6.5,7.0,0.2,0.8,11.0,,50.0,10.0
1789,Bay,0.0,5.3,7.5,0.2,0.3,8.0,,39.0,3.888888889
1790,Bay,0.0,6.2,7.0,0.2,0.2,8.0,,46.0,7.777777778
1791,Bay,0.0,5.3,7.5,0.2,0.6,,,69.0,20.55555556
1792,Bay,0.0,7.2,7.0,0.4,0.6,13.0,,58.0,14.44444444
1793,Bay,0.0,6.5,8.0,0.4,0.6,11.0,,51.0,10.55555556
1794,Bay,0.0,7.1,7.5,0.4,0.8,17.0,,63.0,17.22222222
1795,Bay,0.0,5.3,8.0,0.4,0.7,19.0,,63.0,17.22222222
1796,Bay,0.0,6.1,8.5,0.5,0.8,24.0,,72.0,22.22222222
1797,Bay,0.0,3.9,8.5,0.5,0.7,22.0,,69.0,20.55555556
1798,Bay,0.0,4.9,,0.45,0.7,26.0,,72.0,22.22222222
1799,Bay,0.0,5.9,8.5,0.5,0.9,28.0,,82.0,27.77777778
1800,Bay,0.0,4.2,7.5,0.6,0.8,,,80.0,26.66666667
1801,Bay,0.0,6.1,8.0,0.5,0.7,25.0,,77.0,25.0
1802,Bay,0.0,3.7,7.0,0.3,0.8,25.0,,85.0,29.44444444
1803,Bay,,5.0,7.0,0.4,0.5,21.0,,70.0,21.11111111
1804,Bay,0.0,4.8,8.0,0.5,0.7,24.0,,75.0,23.88888889
1805,Bay,0.0,3.7,9.0,0.5,0.8,,,70.0,21.11111111
1806,Bay,0.0,7.6,7.0,0.2,0.2,10.0,,45.0,7.222222222
1807,Bay,0.0,8.9,7.0,0.1,0.5,7.0,,48.0,8.888888889
1808,Bay,0.0,8.4,7.0,0.2,0.3,9.0,,48.0,8.888888889
1809,A,0.0,6.9,6.5,0.8,0.9,8.0,,48.0,8.888888889
1810,A,0.0,,7.0,0.4,0.7,4.0,,32.0,0.0
1811,A,0.0,5.7,6.5,0.7,1.1,,,45.0,7.222222222
1812,A,0.0,,,2.2,,10.0,,48.0,8.888888889
1813,A,,5.0,6.5,,,11.0,,48.0,8.888888889
1814,A,0.0,,6.5,0.5,0.5,9.0,,48.0,8.888888889
1815,A,0.0,5.9,6.0,0.4,0.9,21.0,,67.0,19.44444444
1816,A,0.0,,7.0,0.4,0.4,15.0,,54.0,12.22222222
1817,A,0.0,5.6,7.0,0.5,0.6,22.0,,70.0,21.11111111
1818,A,0.0,,7.0,0.4,0.6,25.0,,72.0,22.22222222
1819,A,0.0,6.1,7.5,0.7,0.7,29.0,,83.0,28.33333333
1820,A,0.0,,7.0,0.5,0.5,28.0,,78.0,25.55555556
1821,A,0.0,4.1,7.0,0.7,0.9,26.0,,81.0,27.22222222
1822,A,0.0,,7.0,0.4,0.6,27.0,,72.0,22.22222222
1823,A,0.0,5.3,6.0,0.1,0.7,28.0,,80.0,26.66666667
1824,A,0.0,,7.0,0.4,0.5,28.0,,78.0,25.55555556
1825,A,0.0,4.8,7.0,0.6,0.6,26.0,,75.0,23.88888889
1826,A,0.0,,6.5,,,21.0,,69.0,20.55555556
1827,A,0.0,,6.0,0.6,0.7,17.0,,60.0,15.55555556
1828,A,0.0,7.0,7.0,0.5,0.7,13.0,,54.0,12.22222222
